IDTournament|Tournament|Indoor|TournamentType|Surface|Country|TournamentPrize|Draw|TournamentStart|TournamentEnd|e|y
419|Astana|0|{'y': 2010, 'e': 3618}|Hard|Kazakhstan|$50000|32|23.08.2010|29.08.2010|3618|2010
420|Geneva|0|{'y': 2010, 'e': 471}|Clay|Switzerland|Ç30000|32|23.08.2010|29.08.2010|471|2010
421|Manerbio|0|{'y': 2010, 'e': 486}|Clay|Italy|Ç64000|32|23.08.2010|29.08.2010|486|2010
422|Como|0|{'y': 2010, 'e': 3473}|Clay|Italy|Ç30000|32|30.08.2010|12.09.2010|3473|2010
423|Alphen aan den Rijn|0|{'y': 2010, 'e': 3626}|Clay|The Netherlands|Ç42500|32|06.09.2010|12.09.2010|3626|2010
424|Brasov|0|{'y': 2010, 'e': 696}|Clay|Romania|Ç30000|32|06.09.2010|12.09.2010|696|2010
425|Genova|0|{'y': 2010, 'e': 1763}|Clay|Italy|Ç85000|32|06.09.2010|12.09.2010|1763|2010
426|Rijeka|0|{'y': 2010, 'e': 3586}|Clay|Croatia|Ç30000|32|06.09.2010|12.09.2010|3586|2010
427|Seville|0|{'y': 2010, 'e': 784}|Clay|Spain|Ç42500|32|06.09.2010|12.09.2010|784|2010
428|St. Remy|0|{'y': 2010, 'e': 6014}|Hard|France|Ç42500|32|06.09.2010|12.09.2010|6014|2010
429|Bangkok|0|{'y': 2010, 'e': 5047}|Hard|Thailand|$35000|32|13.09.2010|19.09.2010|5047|2010
430|Banja Luka|0|{'y': 2010, 'e': 1607}|Clay|Bosnia & Herzegovina|Ç64000|32|13.09.2010|19.09.2010|1607|2010
431|Belo Horizonte-2|0|{'y': 2010, 'e': 6195}|Clay|Brazil|$35000|32|13.09.2010|19.09.2010|6195|2010
432|Szczecin|0|{'y': 2010, 'e': 448}|Clay|Poland|Ç106500|32|13.09.2010|19.09.2010|448|2010
433|Todi|0|{'y': 2010, 'e': 3627}|Clay|Italy|Ç30000|32|13.09.2010|19.09.2010|3627|2010
434|Tulsa|0|{'y': 2010, 'e': 660}|Hard|OK, USA|$50000|32|13.09.2010|19.09.2010|660|2010
435|Bangkok-2|0|{'y': 2010, 'e': 6197}|Hard|Thailand|$35000|32|20.09.2010|26.09.2010|6197|2010
436|Bogota-3|0|{'y': 2010, 'e': 3352}|Clay|Colombia|$75000|32|20.09.2010|26.09.2010|3352|2010
437|Izmir|0|{'y': 2010, 'e': 3834}|Hard|Turkey|Ç64000|32|20.09.2010|26.09.2010|3834|2010
438|Ljubljana|0|{'y': 2010, 'e': 754}|Clay|Slovenia|Ç42500|32|20.09.2010|26.09.2010|754|2010
439|Trnava|0|{'y': 2010, 'e': 3628}|Clay|Slovakia|Ç64000|32|20.09.2010|26.09.2010|3628|2010
440|Cali|0|{'y': 2010, 'e': 3994}|Clay|Colombia|$75000|32|27.09.2010|03.10.2010|3994|2010
441|Montevideo|0|{'y': 2010, 'e': 544}|Clay|Uruguay|$75000|32|27.09.2010|03.10.2010|544|2010
442|Napoli-2|0|{'y': 2010, 'e': 3635}|Clay|Italy|Ç42500|32|27.09.2010|03.10.2010|3635|2010
443|Buenos Aires|0|{'y': 2010, 'e': 722}|Clay|Argentina|$75000|32|04.10.2010|10.10.2010|722|2010
444|Mons|1|{'y': 2010, 'e': 3350}|Hard|Belgium|Ç106500|32|04.10.2010|10.10.2010|3350|2010
445|Palermo|0|{'y': 2010, 'e': 6016}|Clay|Italy|Ç42500|32|04.10.2010|10.10.2010|6016|2010
446|Quito|0|{'y': 2010, 'e': 589}|Clay|Ecuador|$35000|32|04.10.2010|10.10.2010|589|2010
447|Sacramento|0|{'y': 2010, 'e': 3351}|Hard|CA, U.S.A.|$50000|32|04.10.2010|10.10.2010|3351|2010
448|Tarragona|0|{'y': 2010, 'e': 3476}|Clay|Spain|Ç30000|32|04.10.2010|10.10.2010|3476|2010
449|Asuncion|0|{'y': 2010, 'e': 587}|Clay|Paraguay|$75000|32|11.10.2010|17.10.2010|587|2010
450|Rennes|1|{'y': 2010, 'e': 3503}|Hard|France|Ç64000|32|11.10.2010|17.10.2010|3503|2010
451|Tashkent|0|{'y': 2010, 'e': 4012}|Hard|Uzbekistan|$125000|32|11.10.2010|17.10.2010|4012|2010
452|Tiburon|0|{'y': 2010, 'e': 1768}|Hard|CA, USA|$50000|32|11.10.2010|17.10.2010|1768|2010
453|Calabasas|0|{'y': 2010, 'e': 656}|Hard|CA, U.S.A.|$50000|32|18.10.2010|24.10.2010|656|2010
454|Orleans|1|{'y': 2010, 'e': 2273}|Hard|France|Ç106500|32|18.10.2010|24.10.2010|2273|2010
455|Santiago-2|0|{'y': 2010, 'e': 6068}|Clay|Chile|$100000|32|18.10.2010|24.10.2010|6068|2010
456|Seoul|0|{'y': 2010, 'e': 545}|Hard|Korea|$125000|32|18.10.2010|24.10.2010|545|2010
457|Sao Paulo-2|0|{'y': 2010, 'e': 6066}|Clay|Brazil|$75000|32|25.10.2010|31.10.2010|6066|2010
458|Astana-2|1|{'y': 2010, 'e': 6202}|Hard|Kazakhstan|$125000|32|01.11.2010|07.11.2010|6202|2010
459|Charlottesville|1|{'y': 2010, 'e': 6055}|Hard|VA, USA|$50000|32|01.11.2010|07.11.2010|6055|2010
460|Eckental|1|{'y': 2010, 'e': 83}|Carpet|Germany|Ç30000|32|01.11.2010|07.11.2010|83|2010
461|Medellin|0|{'y': 2010, 'e': 252}|Clay|Colombia|$50000|32|01.11.2010|07.11.2010|252|2010
462|Aachen|1|{'y': 2010, 'e': 824}|Carpet|Germany|Ç42500|32|08.11.2010|14.11.2010|824|2010
463|Guayaquil|0|{'y': 2010, 'e': 543}|Clay|Ecuador|$50000|32|08.11.2010|14.11.2010|543|2010
464|Knoxville|1|{'y': 2010, 'e': 363}|Hard|TN, USA|$50000|32|08.11.2010|14.11.2010|363|2010
465|Loughborough|1|{'y': 2010, 'e': 6206}|Carpet|Great Britain|Ç42500|32|08.11.2010|14.11.2010|6206|2010
466|Ortisei|1|{'y': 2010, 'e': 6204}|Carpet|Italy|Ç64000|32|08.11.2010|14.11.2010|6204|2010
467|Bratislava|1|{'y': 2010, 'e': 444}|Hard|Slovakia|Ç106500|32|15.11.2010|21.11.2010|444|2010
468|Cancun|0|{'y': 2010, 'e': 4041}|Clay|Mexico|$35000|32|15.11.2010|21.11.2010|4041|2010
469|Champaign|1|{'y': 2010, 'e': 637}|Hard|IL, USA|$50000|32|15.11.2010|21.11.2010|637|2010
470|Salzburg|1|{'y': 2010, 'e': 6059}|Hard|Austria|Ç42500|32|15.11.2010|21.11.2010|6059|2010
471|Buenos Aires-2|0|{'y': 2010, 'e': 6208}|Clay|Argentina|$75000|32|22.11.2010|28.11.2010|6208|2010
472|Helsinki|1|{'y': 2010, 'e': 305}|Hard|Finland|Ç106500|32|22.11.2010|28.11.2010|305|2010
473|Toyota|1|{'y': 2010, 'e': 4042}|Carpet|Japan|$35000|32|22.11.2010|28.11.2010|4042|2010
474|Noumea|0|{'y': 2011, 'e': 2205}|Hard|New Caledonia|$75000|32|03.01.2011|09.01.2011|2205|2011
475|Sao Paulo|0|{'y': 2011, 'e': 746}|Hard|Brazil|$100000|32|03.01.2011|09.01.2011|746|2011
476|Seguros Bolivar Open|0|{'y': 2011, 'e': 5016}|Clay|Colombia|$35000|32|24.01.2011|30.01.2011|5016|2011
477|Heilbronn Open|1|{'y': 2011, 'e': 460}|Hard|Germany|Ç85000|32|24.01.2011|30.01.2011|460|2011
478|The Honolulu Challenger Presented by American Savings Bank|0|{'y': 2011, 'e': 6112}|Hard|HI, USA|$50000|32|24.01.2011|30.01.2011|6112|2011
479|Singapore|0|{'y': 2011, 'e': 6232}|Hard|Singapore|$50000|32|24.01.2011|30.01.2011|6232|2011
480|McDonald's Burnie International|0|{'y': 2011, 'e': 5018}|Hard|Australia|$50000|32|31.01.2011|06.02.2011|5018|2011
481|Valle D'Aosta Open|1|{'y': 2011, 'e': 6234}|Hard|Italy|Ç30000|32|31.01.2011|06.02.2011|6234|2011
482|Kazan Kremlin Cup|1|{'y': 2011, 'e': 6114}|Hard|Russia|$75000|32|31.01.2011|06.02.2011|6114|2011
483|Internationale Trismoka|1|{'y': 2011, 'e': 854}|Hard|Italy|Ç42500|32|07.02.2011|13.02.2011|854|2011
484|Caloundra International|0|{'y': 2011, 'e': 2153}|Hard|Australia|$50000|32|07.02.2011|13.02.2011|2153|2011
485|Open De Quimper|1|{'y': 2011, 'e': 6239}|Hard|France|Ç30000|32|07.02.2011|13.02.2011|6239|2011
486|Meknes|0|{'y': 2011, 'e': 3767}|Clay|Morocco|Ç30000|32|14.02.2011|20.02.2011|3767|2011
487|Casablanca|0|{'y': 2011, 'e': 3584}|Clay|Morocco|Ç30000|32|21.02.2011|27.02.2011|3584|2011
488|7 Volkswagen Challenger|1|{'y': 2011, 'e': 504}|Carpet|Germany|Ç30000|32|21.02.2011|27.02.2011|504|2011
489|Challenger DCNS De Cherbourg|1|{'y': 2011, 'e': 398}|Hard|France|Ç42500|32|28.02.2011|06.03.2011|398|2011
490|Dallas|1|{'y': 2011, 'e': 695}|Hard|TX, USA|$50000|32|28.02.2011|06.03.2011|695|2011
491|Salinas|0|{'y': 2011, 'e': 59}|Clay|Ecuador|$35000|32|28.02.2011|06.03.2011|59|2011
492|All Japan Indoor Tennis Championships|1|{'y': 2011, 'e': 91}|Carpet|Japan|$35000|32|07.03.2011|20.03.2011|91|2011
493|Challenger de Providencia|0|{'y': 2011, 'e': 3406}|Clay|Chile|$35000|32|07.03.2011|20.03.2011|3406|2011
494|Sarajevo|1|{'y': 2011, 'e': 1683}|Hard|Bosnia & Herzegovina|Ç30000|32|07.03.2011|20.03.2011|1683|2011
495|Guangzhou|0|{'y': 2011, 'e': 3766}|Hard|China|$35000|32|14.03.2011|20.03.2011|3766|2011
496|Le Gosier|0|{'y': 2011, 'e': 6244}|Hard|Guadeloupe|$100000|32|14.03.2011|20.03.2011|6244|2011
497|Rabat|0|{'y': 2011, 'e': 3566}|Clay|Morocco|Ç42500|32|14.03.2011|20.03.2011|3566|2011
498|Rimouski|1|{'y': 2011, 'e': 3535}|Hard|Canada|$35000|32|14.03.2011|20.03.2011|3535|2011
499|San Jose|0|{'y': 2011, 'e': 6199}|Hard|Costa Rica|$50000|32|14.03.2011|20.03.2011|6199|2011
500|Aegon GB Pro Series Bath|1|{'y': 2011, 'e': 6246}|Hard|Great Britain|Ç42500|32|21.03.2011|03.04.2011|6246|2011
501|Caltanissetta|0|{'y': 2011, 'e': 5049}|Clay|Italy|Ç30000|32|21.03.2011|03.04.2011|5049|2011
502|Marrakech|0|{'y': 2011, 'e': 3585}|Clay|Morocco|Ç42500|32|21.03.2011|03.04.2011|3585|2011
503|Pingguo|0|{'y': 2011, 'e': 6248}|Hard|China|$35000|32|21.03.2011|03.04.2011|6248|2011
504|Barletta|0|{'y': 2011, 'e': 60}|Clay|Italy|Ç42500|32|28.03.2011|03.04.2011|60|2011
505|Barranquilla|0|{'y': 2011, 'e': 6250}|Clay|Colombia|$35000|32|28.03.2011|03.04.2011|6250|2011
506|St. Brieuc|1|{'y': 2011, 'e': 1796}|Clay|France|Ç30000|32|28.03.2011|03.04.2011|1796|2011
507|Monza|0|{'y': 2011, 'e': 2208}|Clay|Italy|Ç30000|32|04.04.2011|10.04.2011|2208|2011
508|Pereira|0|{'y': 2011, 'e': 5063}|Clay|Colombia|$50000|32|04.04.2011|10.04.2011|5063|2011
509|Recife|0|{'y': 2011, 'e': 6254}|Hard|Brazil|$35000|32|04.04.2011|10.04.2011|6254|2011
510|Athens|0|{'y': 2011, 'e': 3801}|Hard|Greece|Ç85000|32|11.04.2011|17.04.2011|3801|2011
511|Blumenau|0|{'y': 2011, 'e': 3407}|Clay|Brazil|$35000|32|11.04.2011|17.04.2011|3407|2011
512|Johannesburg|0|{'y': 2011, 'e': 5055}|Hard|South Africa|$100000|32|11.04.2011|17.04.2011|5055|2011
513|Rome|0|{'y': 2011, 'e': 2151}|Clay|Italy|Ç30000|32|11.04.2011|17.04.2011|2151|2011
514|Tallahassee|0|{'y': 2011, 'e': 692}|Hard|FL, U.S.A.|$50000|32|11.04.2011|17.04.2011|692|2011
515|Napoli|0|{'y': 2011, 'e': 443}|Clay|Italy|Ç30000|32|18.04.2011|24.04.2011|443|2011
516|Santos|0|{'y': 2011, 'e': 6256}|Clay|Brazil|$35000|32|18.04.2011|24.04.2011|6256|2011
517|Leon|0|{'y': 2011, 'e': 1539}|Hard|Mexico|$35000|32|25.04.2011|01.05.2011|1539|2011
518|Ostrava|0|{'y': 2011, 'e': 1797}|Clay|Czech Republic|Ç42500|32|25.04.2011|01.05.2011|1797|2011
519|Sarasota|0|{'y': 2011, 'e': 5069}|Clay|FL, USA|$75000|32|25.04.2011|01.05.2011|5069|2011
520|Prague|0|{'y': 2011, 'e': 600}|Clay|Czech Republic|Ç85000|32|02.05.2011|08.05.2011|600|2011
521|Rome-2|0|{'y': 2011, 'e': 5057}|Clay|Italy|Ç30000|32|02.05.2011|08.05.2011|5057|2011
522|Savannah|0|{'y': 2011, 'e': 5067}|Clay|GA, USA|$50000|32|02.05.2011|08.05.2011|5067|2011
523|Bordeaux|0|{'y': 2011, 'e': 3824}|Clay|France|Ç85000|32|09.05.2011|15.05.2011|3824|2011
524|Busan|0|{'y': 2011, 'e': 1741}|Hard|South Korea|$75000|32|09.05.2011|15.05.2011|1741|2011
525|Zagreb|0|{'y': 2011, 'e': 588}|Clay|Croatia|$50000|32|09.05.2011|15.05.2011|588|2011
526|Cremona|0|{'y': 2011, 'e': 3812}|Hard|Italy|Ç30000|32|16.05.2011|22.05.2011|3812|2011
527|Fergana|0|{'y': 2011, 'e': 603}|Hard|Uzbekistan|$35000|32|16.05.2011|22.05.2011|603|2011
528|Alessandria|0|{'y': 2011, 'e': 3837}|Clay|Italy|Ç30000|32|23.05.2011|05.06.2011|3837|2011
529|Furth|0|{'y': 2011, 'e': 396}|Clay|Germany|Ç30000|32|30.05.2011|05.06.2011|396|2011
530|Nottingham|0|{'y': 2011, 'e': 1631}|Grass|Great Britain|Ç64000|32|30.05.2011|05.06.2011|1631|2011
531|Prostejov|0|{'y': 2011, 'e': 558}|Clay|Czech Republic|Ç106500|32|30.05.2011|05.06.2011|558|2011
532|Rijeka|0|{'y': 2011, 'e': 3586}|Clay|Croatia|Ç30000|32|30.05.2011|05.06.2011|3586|2011
533|Kosice|0|{'y': 2011, 'e': 853}|Clay|Slovak Republic|Ç30000|32|06.06.2011|12.06.2011|853|2011
534|Nottingham-2|0|{'y': 2011, 'e': 6286}|Hard|Great Britain|Ç64000|32|06.06.2011|12.06.2011|6286|2011
535|Milan|0|{'y': 2011, 'e': 3463}|Clay|Italy|Ç30000|32|13.06.2011|19.06.2011|3463|2011
536|Guadalajara|0|{'y': 2011, 'e': 6284}|Hard|Mexico|$100000|32|20.06.2011|03.07.2011|6284|2011
537|Marburg|0|{'y': 2011, 'e': 6156}|Clay|Germany|Ç30000|32|20.06.2011|03.07.2011|6156|2011
538|Braunschweig|0|{'y': 2011, 'e': 526}|Clay|Germany|Ç106500|32|27.06.2011|03.07.2011|526|2011
539|Turin|0|{'y': 2011, 'e': 1543}|Clay|Italy|Ç85000|32|27.06.2011|03.07.2011|1543|2011
540|Winnetka|0|{'y': 2011, 'e': 228}|Hard|IL, U.S.A.|$50000|32|27.06.2011|03.07.2011|228|2011
541|Oberstaufen|0|{'y': 2011, 'e': 833}|Clay|Germany|Ç30000|32|04.07.2011|10.07.2011|833|2011
542|Pozoblanco|0|{'y': 2011, 'e': 472}|Hard|Spain|Ç85000|32|04.07.2011|10.07.2011|472|2011
543|San Benedetto|0|{'y': 2011, 'e': 3945}|Clay|Italy|Ç30000|32|04.07.2011|10.07.2011|3945|2011
544|Siemens Open|0|{'y': 2011, 'e': 686}|Clay|The Netherlands|Ç42500|32|04.07.2011|10.07.2011|686|2011
545|Aptos|0|{'y': 2011, 'e': 467}|Hard|CA, U.S.A.|$100000|32|11.07.2011|17.07.2011|467|2011
546|Bogota-2|0|{'y': 2011, 'e': 576}|Clay|Colombia|$125000|32|11.07.2011|17.07.2011|576|2011
547|Granby|0|{'y': 2011, 'e': 877}|Hard|Canada|$50000|32|11.07.2011|17.07.2011|877|2011
548|Sopot|0|{'y': 2011, 'e': 6158}|Clay|Poland|Ç106500|32|11.07.2011|17.07.2011|6158|2011
549|Penza|0|{'y': 2011, 'e': 3468}|Hard|Russia|$50000|32|18.07.2011|24.07.2011|3468|2011
550|Lexington|0|{'y': 2011, 'e': 586}|Hard|KY, U.S.A.|$50000|32|18.07.2011|24.07.2011|586|2011
551|Manta|0|{'y': 2011, 'e': 2121}|Hard|Ecuador|$35000|32|18.07.2011|24.07.2011|2121|2011
552|Orbetello|0|{'y': 2011, 'e': 6001}|Clay|Italy|Ç64000|32|18.07.2011|24.07.2011|6001|2011
553|Porsche Open|0|{'y': 2011, 'e': 786}|Clay|Poland|Ç85000|32|18.07.2011|24.07.2011|786|2011
554|Astana|0|{'y': 2011, 'e': 3618}|Hard|Kazakhstan|$125000|32|25.07.2011|31.07.2011|3618|2011
555|Dortmund|0|{'y': 2011, 'e': 6290}|Clay|Germany|Ç30000|32|25.07.2011|31.07.2011|6290|2011
556|Recanati|0|{'y': 2011, 'e': 1743}|Hard|Italy|Ç30000|32|25.07.2011|31.07.2011|1743|2011
557|Tampere|0|{'y': 2011, 'e': 221}|Clay|Finland|Ç42500|32|25.07.2011|31.07.2011|221|2011
558|Wuhai|0|{'y': 2011, 'e': 6300}|Hard|China|$35000|32|25.07.2011|31.07.2011|6300|2011
559|Beijing|0|{'y': 2011, 'e': 6167}|Hard|China|$75000|32|01.08.2011|07.08.2011|6167|2011
560|Campos Do Jordao|0|{'y': 2011, 'e': 849}|Hard|Brazil|$50000|32|01.08.2011|07.08.2011|849|2011
561|ATP Open Castilla y Leon|0|{'y': 2011, 'e': 783}|Hard|Spain|Ç85000|32|01.08.2011|07.08.2011|783|2011
562|Trani|0|{'y': 2011, 'e': 1604}|Clay|Italy|Ç30000|32|01.08.2011|07.08.2011|1604|2011
563|Vancouver|0|{'y': 2011, 'e': 254}|Hard|Canada|$100000|32|01.08.2011|07.08.2011|254|2011
564|Binghamton|0|{'y': 2011, 'e': 670}|Hard|NY, U.S.A.|$50000|32|08.08.2011|14.08.2011|670|2011
565|Samarkand|0|{'y': 2011, 'e': 447}|Clay|Uzbekistan|$35000|32|08.08.2011|14.08.2011|447|2011
566|San Marino CEPU Open|0|{'y': 2011, 'e': 841}|Clay|San Marino|Ç85000|32|08.08.2011|14.08.2011|841|2011
567|Cordenons|0|{'y': 2011, 'e': 2120}|Clay|Italy|Ç85000|32|15.08.2011|21.08.2011|2120|2011
568|Karshi|0|{'y': 2011, 'e': 3967}|Hard|Uzbekistan|$50000|32|15.08.2011|21.08.2011|3967|2011
569|San Sebastian|0|{'y': 2011, 'e': 3957}|Clay|Spain|Ç30000|32|15.08.2011|21.08.2011|3957|2011
570|Astana-2|0|{'y': 2011, 'e': 6202}|Hard|Kazakhstan|$50000|32|22.08.2011|28.08.2011|6202|2011
571|Manerbio|0|{'y': 2011, 'e': 486}|Clay|Italy|Ç85000|32|22.08.2011|28.08.2011|486|2011
572|Bangkok|0|{'y': 2011, 'e': 5047}|Hard|Thailand|$50000|32|29.08.2011|11.09.2011|5047|2011
573|Como|0|{'y': 2011, 'e': 3473}|Clay|Italy|Ç30000|32|29.08.2011|11.09.2011|3473|2011
574|Alphen aan den Rijn|0|{'y': 2011, 'e': 3626}|Clay|The Netherlands|Ç42500|32|05.09.2011|11.09.2011|3626|2011
575|Brasov|0|{'y': 2011, 'e': 696}|Clay|Romania|Ç30000|32|05.09.2011|11.09.2011|696|2011
576|Genova|0|{'y': 2011, 'e': 1763}|Clay|Italy|Ç85000|32|05.09.2011|11.09.2011|1763|2011
577|Seville|0|{'y': 2011, 'e': 784}|Clay|Spain|Ç42500|32|05.09.2011|11.09.2011|784|2011
578|Shanghai|0|{'y': 2011, 'e': 6313}|Hard|China|$50000|32|05.09.2011|11.09.2011|6313|2011
579|St. Remy|0|{'y': 2011, 'e': 6014}|Hard|France|Ç42500|32|05.09.2011|11.09.2011|6014|2011
580|Banja Luka|0|{'y': 2011, 'e': 1607}|Clay|Bosnia & Herzegovina|Ç64000|32|12.09.2011|18.09.2011|1607|2011
581|Belo Horizonte|0|{'y': 2011, 'e': 234}|Clay|Brazil|$50000|32|12.09.2011|18.09.2011|234|2011
582|Istanbul|0|{'y': 2011, 'e': 226}|Hard|Turkey|$100000|32|12.09.2011|18.09.2011|226|2011
583|Ningbo|0|{'y': 2011, 'e': 6305}|Hard|China|$35000|32|12.09.2011|18.09.2011|6305|2011
584|Szczecin|0|{'y': 2011, 'e': 448}|Clay|Poland|Ç106500|32|12.09.2011|18.09.2011|448|2011
585|Todi|0|{'y': 2011, 'e': 3627}|Clay|Italy|Ç30000|32|12.09.2011|18.09.2011|3627|2011
586|Tulsa|0|{'y': 2011, 'e': 660}|Hard|OK, USA|$50000|32|12.09.2011|18.09.2011|660|2011
587|Cali|0|{'y': 2011, 'e': 3994}|Clay|Colombia|$75000|32|19.09.2011|25.09.2011|3994|2011
588|Campinas|0|{'y': 2011, 'e': 6307}|Clay|Brazil|$35000|32|19.09.2011|25.09.2011|6307|2011
589|Izmir|0|{'y': 2011, 'e': 3834}|Hard|Turkey|Ç64000|32|19.09.2011|25.09.2011|3834|2011
590|Ljubljana|0|{'y': 2011, 'e': 754}|Clay|Slovenia|Ç42500|32|19.09.2011|25.09.2011|754|2011
591|Tashkent|0|{'y': 2011, 'e': 4012}|Hard|Uzbekistan|$125000|32|19.09.2011|25.09.2011|4012|2011
592|Trnava|0|{'y': 2011, 'e': 3628}|Clay|Slovakia|Ç64000|32|19.09.2011|25.09.2011|3628|2011
593|Aguascalientes|0|{'y': 2011, 'e': 6309}|Clay|Mexico|$50000|32|26.09.2011|02.10.2011|6309|2011
594|Madrid|0|{'y': 2011, 'e': 6050}|Clay|Spain|Ç42500|32|26.09.2011|02.10.2011|6050|2011
595|Napoli-2|0|{'y': 2011, 'e': 3635}|Clay|Italy|Ç42500|32|26.09.2011|02.10.2011|3635|2011
596|Recife 2|0|{'y': 2011, 'e': 6311}|Hard|Brazil|$50000|32|26.09.2011|02.10.2011|6311|2011
597|Mons|1|{'y': 2011, 'e': 3350}|Hard|Belgium|Ç106500|32|03.10.2011|09.10.2011|3350|2011
598|Palermo|0|{'y': 2011, 'e': 6016}|Clay|Italy|Ç42500|32|03.10.2011|09.10.2011|6016|2011
599|Sacramento|0|{'y': 2011, 'e': 3351}|Hard|CA, U.S.A.|$100000|32|03.10.2011|09.10.2011|3351|2011
600|Rennes|1|{'y': 2011, 'e': 3503}|Hard|France|Ç64000|32|10.10.2011|16.10.2011|3503|2011
601|Tiburon|0|{'y': 2011, 'e': 1768}|Hard|CA, USA|$100000|32|10.10.2011|16.10.2011|1768|2011
602|Orleans|1|{'y': 2011, 'e': 2273}|Hard|France|Ç106500|32|17.10.2011|23.10.2011|2273|2011
603|Quito|0|{'y': 2011, 'e': 589}|Clay|Ecuador|$35000|32|17.10.2011|23.10.2011|589|2011
604|Seoul|0|{'y': 2011, 'e': 545}|Hard|Korea|$100000|32|17.10.2011|23.10.2011|545|2011
605|Sao Jose Do Rio Preto|0|{'y': 2011, 'e': 6342}|Clay|Brazil|$50000|32|24.10.2011|30.10.2011|6342|2011
606|Charlottesville|1|{'y': 2011, 'e': 6055}|Hard|VA, USA|$75000|32|31.10.2011|06.11.2011|6055|2011
607|Eckental|1|{'y': 2011, 'e': 83}|Carpet|Germany|Ç30000|32|31.10.2011|06.11.2011|83|2011
608|Medellin|0|{'y': 2011, 'e': 252}|Clay|Colombia|$50000|32|31.10.2011|06.11.2011|252|2011
609|Sao Leopoldo|0|{'y': 2011, 'e': 6344}|Clay|Brazil|$35000|32|31.10.2011|06.11.2011|6344|2011
610|Buenos Aires|0|{'y': 2011, 'e': 722}|Clay|Argentina|$75000|32|07.11.2011|13.11.2011|722|2011
611|Geneva|1|{'y': 2011, 'e': 471}|Hard|Switzerland|Ç64000|32|07.11.2011|13.11.2011|471|2011
612|Knoxville|1|{'y': 2011, 'e': 363}|Hard|TN, USA|$50000|32|07.11.2011|13.11.2011|363|2011
613|Loughborough|1|{'y': 2011, 'e': 6206}|Hard|Great Britain|Ç42500|32|07.11.2011|13.11.2011|6206|2011
614|Ortisei|1|{'y': 2011, 'e': 6204}|Carpet|Italy|Ç64000|32|07.11.2011|13.11.2011|6204|2011
615|ATP Challenger Tour Finals|1|{'y': 2011, 'e': 6406}|Hard|Brazil|$220000|8|14.11.2011|20.11.2011|6406|2011
616|Bratislava|1|{'y': 2011, 'e': 444}|Hard|Slovakia|Ç85000|32|14.11.2011|20.11.2011|444|2011
617|Champaign|1|{'y': 2011, 'e': 637}|Hard|IL, USA|$50000|32|14.11.2011|20.11.2011|637|2011
618|Montevideo|0|{'y': 2011, 'e': 544}|Clay|Uruguay|$50000|32|14.11.2011|20.11.2011|544|2011
619|Salzburg|1|{'y': 2011, 'e': 6059}|Hard|Austria|Ç42500|32|14.11.2011|20.11.2011|6059|2011
620|Guayaquil|0|{'y': 2011, 'e': 543}|Clay|Ecuador|$50000|32|21.11.2011|27.11.2011|543|2011
621|Helsinki|1|{'y': 2011, 'e': 305}|Hard|Finland|Ç106500|32|21.11.2011|27.11.2011|305|2011
622|Toyota|1|{'y': 2011, 'e': 4042}|Carpet|Japan|$35000|32|21.11.2011|27.11.2011|4042|2011
623|Noumea|0|{'y': 2012, 'e': 2205}|Hard|New Caledonia|$75000|32|02.01.2012|08.01.2012|2205|2012
624|Sao Paulo|0|{'y': 2012, 'e': 746}|Hard|Brazil|$35000|32|02.01.2012|08.01.2012|746|2012
625|Heilbronn Open|1|{'y': 2012, 'e': 460}|Hard|Germany|Ç85000|32|23.01.2012|29.01.2012|460|2012
626|The Honolulu Challenger Presented by American Savings Bank|0|{'y': 2012, 'e': 6112}|Hard|HI, USA|$50000|32|23.01.2012|29.01.2012|6112|2012
627|Seguros Bolivar Open|0|{'y': 2012, 'e': 5016}|Clay|Colombia|$35000|32|23.01.2012|29.01.2012|5016|2012
628|McDonald's Burnie International|0|{'y': 2012, 'e': 5018}|Hard|Australia|$50000|32|30.01.2012|05.02.2012|5018|2012
629|Kazan Kremlin Cup|1|{'y': 2012, 'e': 6114}|Hard|Russia|$75000|32|30.01.2012|05.02.2012|6114|2012
630|Caloundra International|0|{'y': 2012, 'e': 2153}|Hard|Australia|$50000|32|06.02.2012|12.02.2012|2153|2012
631|Dallas|1|{'y': 2012, 'e': 695}|Hard|TX, USA|$100000|32|06.02.2012|12.02.2012|695|2012
632|Open De Quimper|1|{'y': 2012, 'e': 6239}|Hard|France|Ç42500|32|06.02.2012|12.02.2012|6239|2012
633|Internationale Trismoka|1|{'y': 2012, 'e': 854}|Hard|Italy|Ç42500|32|13.02.2012|19.02.2012|854|2012
634|Meknes|0|{'y': 2012, 'e': 3767}|Clay|Morocco|Ç30000|32|20.02.2012|26.02.2012|3767|2012
635|7 Volkswagen Challenger|1|{'y': 2012, 'e': 504}|Carpet|Germany|Ç30000|32|20.02.2012|26.02.2012|504|2012
636|Casablanca|0|{'y': 2012, 'e': 3584}|Clay|Morocco|Ç30000|32|27.02.2012|04.03.2012|3584|2012
637|Challenger DCNS De Cherbourg|1|{'y': 2012, 'e': 398}|Hard|France|Ç42500|32|27.02.2012|04.03.2012|398|2012
638|Florianopolis|0|{'y': 2012, 'e': 6479}|Clay|Brazil|$50000|32|27.02.2012|04.03.2012|6479|2012
639|Salinas|0|{'y': 2012, 'e': 59}|Clay|Ecuador|$35000|32|27.02.2012|04.03.2012|59|2012
